1	36	SKIP	-	Title, method, source limitations, and introduction.
37	38	ABOVE	C7,C8,E3,E6	Move shared provenance from individual facts to the saying.
39	40	DISAGREES	C4	DataScript uses words directly; incompatible value types require new keys.
41	42	CARRIED	C3,C2	Q7: database scope determines total order and its write ceiling.
43	44	CARRIED	C5,P0	Q10: excision failures, external payloads, replay costs, and an ephemeral log.
45	46	NEW-CORNER	C3,C5	Missing customer ownership obstructs later splitting; unrecorded origins cannot be recovered.
47	50	ABOVE	C7,C3	Challenges planetary scope and the fixed nine-part envelope.
51	54	SKIP	-	Section headings.
55	58	CARRIED	C1	Q8: datoms contain transaction references rather than independent fact identities.
59	60	SKIP	-	List introduction.
61	61	SAME	P0	Changes accumulate through retraction and assertion.
62	62	CARRIED	C3,C2	Q7: one database is one serialized order and basis.
63	63	NEW-REASON	C2	Immutable database values let readers avoid coordination.
64	64	CARRIED	C4	Q8: attributes are entities with naming facts.
65	65	CARRIED	C1	Q8: transactions are entities carrying shared metadata.
66	66	SAME	E3	Other notions of time remain separate from transaction time.
67	68	CARRIED	C5	Q10: forgetting was added later as excision.
69	78	SAME	P0	New information does not alter earlier facts.
79	82	CARRIED	C1	Q8: the transaction reference provides time, provenance, and causality.
83	84	NEW-REASON	C7	Additional structural components introduce application rigidity.
85	86	NEW-REASON	C7	Atomic facts keep transaction size proportional to novelty.
87	96	ABOVE	C7,C8,E3	Transaction-level provenance avoids enormous datoms and repeated metadata.
97	100	ABOVE	C7	Questions minimal data sufficiency and provenance granularity.
101	104	NEW-REASON	A3	Acquiring novelty requires coordination and admission rules.
105	108	CARRIED	C3	Q7: serialization can avoid overlap-detection costs.
109	114	ABOVE	C3	Rejects unlimited write scalability as Datomic's scope.
115	118	CARRIED	C3	Q7: independent shards lose cross-shard query, transactions, and consistency.
119	122	NEW-REASON	X1	Atomic transactions make intermediate database states inexpressible.
123	128	ABOVE	E6	Perception remains free; ordinary reads never create transactions.
129	134	NEW-REASON	C2	A shareable basis enables historical permalinks without enclosing reads in transactions.
135	144	NEW-REASON	C4	Names retain established meanings; incompatible variants receive new names.
145	148	NEW-REASON	A1	Repeated live derivations can produce internally inconsistent calculations.
149	150	NEW-REASON	A1,W1	Immutable source segments support caching without caching changing answers.
151	158	ABOVE	C7	Fixed places conflate meaning with position and force placeholder values.
159	162	SKIP	-	Retrospective introduction.
163	164	CARRIED	C5,P0	Q10: legal retention requirements drove explicit forgetting.
165	166	CARRIED	C5	Q10: excised entities remained readable; repair required an index checker.
167	168	CARRIED	C5	Q10: Cloud lacks excision; disposable data belongs in separately deletable storage.
169	170	NEW-CASE	C4	Schema alteration became necessary; value types remained unalterable.
171	172	NEW-REASON	C4,X2	Historical reads use current schema because physical indexes retain only one schema.
173	174	SAME	A3	CAS safety survives concurrent transactors during failover.
175	176	NEW-CASE	E1	Jepsen prompted separate terminology for submitted requests and admitted datoms.
177	178	ABOVE	A2	Code moved from database facts toward external commit-identified builds.
179	180	NEW-REASON	E3	Recording time cannot represent revisable domain event time.
181	186	SKIP	-	Question-by-question introduction and log heading.
187	187	SAME	P0	Changing, retracting, and deliberately forgetting are distinct operations.
188	188	CARRIED	C5,P0	Q10: excision requests are permanently protected from excision.
