1	30	SKIP	-	Title, provenance, reading instructions, and part heading.
31	34	OWN-LIST	-	Introduction to the file's first-record findings.
35	35	OWN-LIST	P0	CARRIED Q10; defaults preserve records but operators may migrate or trim.
36	36	OWN-LIST	C3,C2	CARRIED Q5; fixed task count forces copying and changed positions.
37	37	OWN-LIST	C1	NEW-REASON: carried ids survive restore, trimming, and repartition.
38	38	OWN-LIST	C1	DISAGREES: recommends time-bearing UUIDv7; client generation protects retries.
39	39	OWN-LIST	E1	DISAGREES: verdict retention is required for correctness, not merely an early loss.
40	40	OWN-LIST	C3,E1	CARRIED Q7; gate modes trade atomic scope, latency, and failure isolation.
41	41	OWN-LIST	C2,W3	CARRIED Q3; microbatch exposes global progress, stream offsets remain unavailable.
42	42	OWN-LIST	C1,P0	CARRIED Q1; publishing admitted facts produces duplicates requiring deduplication.
43	43	OWN-LIST	E3,A1	CARRIED Q2; gate-generated stamps must be preserved rather than recomputed.
44	44	OWN-LIST	E5,E6	Read provenance requires application conventions.
45	46	OWN-LIST	C8,X4,C5	Authentication, authorization, and encryption require additional mechanisms.
47	50	SKIP	-	Section headings.
51	51	SAME	P0	Default permanent retention.
52	53	CARRIED	C5,P0	Q10; migration replaces content or leaves an offset-preserving tombstone.
54	54	CARRIED	C5,P0	Q10; migration creates another log, switches, then deletes the original.
55	55	CARRIED	C5,P0	Q10; migration must be idempotent and also transforms subsequent appends.
56	56	CARRIED	P0,C5	Q10; trimming respects outstanding topology consumption by default.
57	58	NEW-REASON	P0	Retaining raw inputs permits recovery from code-corrupted views.
59	60	CARRIED	P0,C5	Q10; operator policy controls whole-depot rewriting and erasure.
61	62	SKIP	-	Identity heading.
63	63	DISAGREES	C1	UUIDv7 instead of opaque random ids; retries explain client-side generation.
64	64	NEW-REASON	C1	Random 64-bit ids reach roughly ten percent collision probability at two billion.
65	65	DISAGREES	C1	CARRIED Q6; time-ordered ids are preferred for sorted scans.
66	66	NEW-REASON	C1	UUIDv7 supplies only millisecond ordering.
67	67	DISAGREES	C1	Task-bearing, topology-generated ids are permitted under microbatch.
68	69	DISAGREES	C1	Composite user-and-task ids are endorsed instead of one opaque id space.
70	71	DISAGREES	C1	CARRIED Q6; leaking time or task is valued for physical access.
72	73	CARRIED	C3	Q7; partitioner-selected record component fixes ordering companions.
74	75	SKIP	-	First-facts heading.
76	78	NEW-REASON	C4	Initial PState values are code constants; no genesis hook exists.
79	80	NEW-REASON	C4	New topologies may replay initial appends from the beginning.
81	82	NEW-CORNER	C4	Bootstrap admission requires rules that precede grammar and policy facts.
83	86	SKIP	-	Key heading and reference qualification.
87	87	SAME	C4	Stable numeric type ids separate wire identity from names.
88	89	CARRIED	C1,W1	Q6; map keys require deterministic serialization and sort by serialized bytes.
90	91	SAME	C4	Stable wire ids permit separately looked-up human names.
92	93	SKIP	-	Erasure heading.
94	94	CARRIED	C5,P0	Q10; excision preserves slots while readers skip removed contents.
95	95	CARRIED	C5	Q10; deleting a subindex parent leaves child values on disk.
96	97	CARRIED	C5	Q10; incremental backups retain depot and PState bytes until backup garbage collection.
98	99	CARRIED	C5	Q10; reference supplies no encryption or backup-excision guarantee.
100	101	DISAGREES	C5	CARRIED Q10; tombstoning, explicit index deletion, and backup expiry offer a third erasure route.
102	103	SKIP	-	Actor heading.
104	105	NEW-REASON	C8,E4	Reference supplies no authentication or authorization mechanism.
106	106	NEW-REASON	C8	Client-executed partitioners assume trusted appenders.
107	107	NEW-REASON	C8	REST append and read examples supply no credentials.
108	109	NEW-REASON	X4	Any cluster module can mirror another module's data.
110	111	NEW-CORNER	C8	First-record choice between front-tier attestation and preserved offer signatures.
112	113	SKIP	-	Clock heading.
114	114	CARRIED	E3,C2	Q2; depot leader stamps append time, but topology access is undocumented.
115	115	CARRIED	E3	Q2; tutorial obtains time inside task execution.
116	116	CARRIED	E3	Q2; topology clock wrapper permits controlled test time.
117	118	SAME	E3	Order comes from partition sequence, not time.
119	120	CARRIED	E3,E1	Q2; leader changes and retries alter clocks unless the first verdict is reused.
121	122	SKIP	-	Visibility heading.
123	126	NEW-REASON	X4	Committed-state visibility supplies no permission boundary.
